localityId, localityName, dataId, x, y, latitude, longitude, zone, altitude, horiz_precision, vert_precision, planeType, dip, dipAzimuth, strike, declination, unitId, timedate, notes
626cf2e82d08d9ec2616b3d95c4d8903, Locality 1, 8cc6fd688498b3bbcc01ef4a8e0cb303, 544389.44477125, 4171039.37073054, 37.68548758, -122.49655424, 10S, 3.34442558, 4.75808308, -1.00000000, Bedding, 47.26608276, 32.69567108, 302.69567871, 13.11635399, Merced, Thu Jun  1 12:45:08 2023, 
626cf2e82d08d9ec2616b3d95c4d8903, Locality 1, ae292fb78e9ba8eaec3bd6a0717c8f61, 544418.39645667, 4170878.22043962, 37.68403372, -122.49623571, 10S, 3.32922663, 4.76873013, -1.00000000, Bedding, 70.55153656, 24.72822189, 294.72821045, 13.11635399, Merced, Thu Jun  1 12:39:42 2023, 
626cf2e82d08d9ec2616b3d95c4d8903, Locality 1, bb05ea8393d6be5e2b40154675e7b0a3, 544428.33097017, 4170879.97108316, 37.68404902, -122.49612294, 10S, 4.12319021, 4.10168740, -1.00000000, Bedding, 52.30504227, 359.90252686, 269.90252686, 13.11635399, Merced, Thu Jun  1 12:38:45 2023, 
626cf2e82d08d9ec2616b3d95c4d8903, Locality 1, 61bc3ad9d5bd95c360a6857fe113b55b, 544314.63733143, 4171536.81537846, 37.68997468, -122.49737238, 10S, 3.38333070, 4.73049790, -1.00000000, Bedding, 63.32815933, 39.30129242, 309.30130005, 13.11635399, Merced, Mon Mar 27 15:34:16 2023, 
626cf2e82d08d9ec2616b3d95c4d8903, Locality 1, 5d4309642283f38b48320a7853838bd8, 544315.13493600, 4171537.18384404, 37.68997798, -122.49736672, 10S, 3.38621265, 4.72843536, -1.00000000, Bedding, 56.64260483, 34.10972595, 304.10974121, 13.11635399, Merced, Mon Mar 27 15:33:58 2023, 
626cf2e82d08d9ec2616b3d95c4d8903, Locality 1, 736f9e627dcc0030ba58df7113d91236, 544312.60370142, 4171539.14851644, 37.68999581, -122.49739531, 10S, 3.30922919, 4.78262890, -1.00000000, Bedding, 61.16065216, 39.79069519, 309.79071045, 13.11635399, Merced, Mon Mar 27 15:32:41 2023, 
626cf2e82d08d9ec2616b3d95c4d8903, Locality 1, 099b3010199e22a81b08af423456446d, 544313.43229558, 4171540.81021662, 37.69001074, -122.49738581, 10S, 3.30991412, 4.78215491, -1.00000000, Bedding, 55.98683929, 36.31015396, 306.31015015, 13.11635399, Merced, Mon Mar 27 15:32:22 2023, 
626cf2e82d08d9ec2616b3d95c4d8903, Locality 1, 9707d0c69aa1019ffe7a17997f054d56, 544315.44207550, 4171541.93547521, 37.69002079, -122.49736294, 10S, 3.28965846, 4.79611137, -1.00000000, Bedding, 53.35240555, 41.15080261, 311.15081787, 13.11635399, Merced, Mon Mar 27 15:32:00 2023, 
626cf2e82d08d9ec2616b3d95c4d8903, Locality 1, 19efeb7ca6efbec63dfa093fdc5b7103, 544316.84910016, 4171542.51505881, 37.69002595, -122.49734695, 10S, 3.60625653, 4.56283365, -1.00000000, Bedding, 55.32300949, 44.79400253, 314.79400635, 13.11635399, Merced, Mon Mar 27 15:31:48 2023, 
626cf2e82d08d9ec2616b3d95c4d8903, Locality 1, 0879c7da72c97acbb74fa2814d07e8ff, 544316.06387899, 4171541.48322315, 37.69001668, -122.49735592, 10S, 3.00000000, 3.53553391, -1.00000000, Bedding, 58.29533005, 37.94760513, 307.94760132, 13.11635399, Merced, Mon Mar 27 15:31:29 2023, 
